content,url,coordinates,problem_type,category_type,tone,emotionality,probability
"Не могу зайти не в мобильную не в компьютерную версию. Пишет что недоступно, зайдите через 15 минут, а когда через 15 минут захожу тоже самое.",525,Неизвестно,2,2,0,0,0
"СПб. Деньги списаны с дебетовой карты, пришла смс о зачислении на кредитную, но там они не отображаются и не доступны!",439,СпбА,2,2,0,0,1
"ну судя по опубликованным данным дело заведено на неё пока воровала будучи чиновницей. Но я не удивлюсь, что будучи вицепрезидентом сбера она это делала тоже и даже с большим размахом. 😉",11,Неизвестно,2,3,2,0,0
"Долго ждал загрузки приложения сбербанк онлайн, но белый экран почему, samsung note 3.",889,Неизвестно,2,2,0,0,1
"Омск, у вас сбербанк онлайн нормально работает? Не могу войти",433,Омск,2,2,0,0,1
"Представляются Финансовым Департаментом Сбербанка, уточняют про якобы перевод по карте. Потом плавно переходят к вопросам о формате использования карты, остатке и данным карты. Мошенники",678,Перевоз,1,3,2,0,1
"Ужасное приложение, грузится по десять минут, может пару раз при этом слететь, и надо начинать авторизацию заново. Самостоятельно меняет настройки. Великое множество опций и услуг, из-за обилия которых, по моему мнению, приложение и стало неповоротливым и неудобным. Ответ: при том же самом качестве связи приложение ПочтаБанка буквально летает. А чтобы зайти в сбер танцы с бубном",334,Велиж,1,3,2,0,1
"04.06.2021 года наша семья подала заявку на сельскую ипотеку в ПАО ""Сбербанк"" в городе Астрахань. В этот же день она была одобрена в банке.  Но на этом позитив закончился!!!!    Все сроки по рассмотрению были нарушены.  А сегодня пришел отказ от Министерства и банка в связи с закончившимися лимитами.  Что призошло? Почему нам не одобрили? Почему нам отказали? Где справедливость? Мы ждали эту ипотеку... Уже полгода ждем! Нас ждет продавец уже 2 месяца, мы отдали залог, мы потратились на оценку дома... Вы что издеваетесь? Бардак! Удас какой-то! Беспредел, люди!!!! Раз предлагаете людям льготы, так создайте нормальную систему!! Дали подержать надежду в руках, истратили все нервы, и отказали... 😭😭😭😭😭",185,Астрахань,1,3,2,2,0
"После скачивания приложение не приходит смс, такая не только у меня, друг тоже не может зайти, у вас какие то проблемы с мобильным приложением",1067,Неизвестно,2,2,2,0,1
"Могу ли я получить в отделении документ о том что при работе банкомата произошел сбой( банкомат установлен в отделении), для дальнейших действий ( например обращение в вышестоящую организацию или в суд ) мне необходимо аргументировать слова о хищении денег в отделении сбера.",198,Аргун,1,3,0,0,1
"Хабаровск, не работает Сбербанк Онлайн через браузер и мобильные приложения",510,Хабаровск,2,2,0,0,1
"Жулье, берут незаконную комиссию при оплате через банкомат ",902,Неизвестно,2,2,0,0,0
"Давно пользуюсь сбером и всегда всё устраивало, но недавно приложение дико лагает, переводы неудобно делать.",879,Перевоз,1,3,1,0,0
"Видны проблемы с обработкой платежей в сбербанке онлайн, интернет хороший, просто приложение не выполняет операцию",930,Инта,1,3,0,0,1
"Мошенники. Работают двое: один представился следователем и втирал о том, что вскрылись мошеннические действия и мошенникам одобрили кредит в размере 100 т.р.по моим паспортным данным, нужно срочно поговорить с работником ЦБ)), работник ЦБ назвал табельный номер) и предложил перейти в приложения банков ( сбера, тинькофф...) для отмены заявки на кредит, при отказе начал обзывать и ругаться)).",851,Неизвестно,1,3,2,0,0
"Ужасная поддержка у сбербанка. Хотя, простите, как можно что-то оценивать, если этого вообще нет? Два раза очень срочно нужно было решить вопрос. В итоге в чате мне никто не ответил, кроме бота, который полезен только для самых простых запросов (и то не уверен, что он справится). Сервис достойный одной из самых крупных компаний по капитализии в стране.",327,Неизвестно,2,1,2,0,0
Астрахань.  не приходит смс при попытке зайти в сбербанк онлайн,655,Астрахань,1,3,0,0,1
"Кто мне скажет,  когда мне сберлогистика доставить товар со сбермегамаркета, везут уже больше недели  из Москвы в Москву 😡",47,Москва,1,4,0,0,0
"ничего не работает, ни приложение, ни онлайн",463,Неизвестно,2,2,2,0,0
"Уфа. Сбербанк не работает онлайн , как быть?",591,Уфа,2,2,0,0,1
Наблюдаются проблемы с прохождением платежей через сервис Сбербанк Онлайн (проблема Сбербанка) при оплате картами Сбербанка через сайт.,206,Неизвестно,2,1,0,1,1
"Мошенники, Сбер",720,Неизвестно,2,0,0,0,0
"Какое-то безобразие! Ни один телефон не отвечает, даже соединение не идет!!! Зайти в Сбер Онлайн не могу! Перевели зарплату, платеж отправлен в банк получателя (соответственно в Сбер), но при этом до меня они не доходят!!!",453,Неизвестно,1,3,2,2,1
"не могу получить смс и поэтому не могу войти в систему и не могу сделать платеж! Проверила все, с телефоном и с Билайном все отлично.",469,Неизвестно,2,2,0,0,0
"Сбербанк создал самый мощный в России суперкомпьютер. Идёт пусконаладка, видимо, раз опять сайт сбера мертв",468,Неизвестно,1,3,2,0,1
Тула. Мобильный банк через танцы с бубном открывается. Сбер-онлайн на компе не открывается в принципе.,542,Тула,2,2,0,0,0
"Это мошенники. Будьте осторожнее! Женщина-инвалид по незнанию сообщи ла свои данные и коды из смс, оформили на её имя кредит в сбербанке и сразу перевели, 188 тысяч рублей!",823,Неизвестно,2,2,0,0,1
"Тула,Сбербанк онлайн не работает(((",567,Тула,1,3,0,0,1
"Сбербанк, как Сбербанк))) народу много, душно, персонал не компетентный, банкоматы не работают.",941,Неизвестно,2,1,0,0,1
"Робот, говорит о подозрительной активности и переводе с моей карты сбербанк. Развод явно",667,Перевоз,2,2,2,0,1
"Приложение стало работать отвратительно!! В мобильном долго не открывается, грузится, грузится и ...пишет сбой. Практически полностью перешла в другие банки: у них и приложения хорошо работаю,и проценты начисляются больше. Сбер. стал кем угодно, только не банком",332,Кемь,1,3,2,1,0
Мошенники!!! От Сбербанка. Спрашивают делала ли я перевод на 100000 и на замену номера,749,Перевоз,2,2,2,1,1
И сколько ждать чтоб снова можно было зайти в приложение...мне лично сейчас за такси как платить если сбой!,508,Неизвестно,2,2,0,0,1
Пытался положить на карту деньги. Банкомат сбер их забрал и выдал техническую ошибку. Я не переживал думал вернут быстро. В итоге спустя 2 месяца мне отказывают в родном возврате средств и дают половину средств. Это походе на мошенничество.,107,Неизвестно,2,2,0,0,0
"Самый ближайший сбербанк от моего дома и не рботают банкоматы, 1 зведа вам за плохую работу.",943,Неизвестно,1,4,0,0,0
"Ловкие люди предствляются сбербанком и звонят моей бабушки, банк мошенников.",1065,Неизвестно,1,4,2,0,0
"сбер звонит ТОЛЬКО с номера 900, остальное мошенники",124,Неизвестно,2,1,2,0,0
"Оплатил телефон, по шаблону. Но деньги почему-то сняли с валютного счета сбера. Зачем подменять счета при оплате, или это специально чтобы вытянуть побольше денег Выцыганить. Отвратительно. На вопрос в чате отвечает робот, одно и то же, ни о чем",324,Неизвестно,1,3,2,0,1
"Сегодня звонили 5 раз типо из сбербанк. Вопросами вынуждают произнести слово ""ДА"". ВОЗМОЖНО МОШЕННИКИ ведут запись голоса. Никогда при разговоре с якобы каким банком не произносите слово "" ДА""",681,Неизвестно,2,2,2,1,0
"Было списание, не смог зайти,позвонил в сбер заблокировали карту))))",440,Неизвестно,1,3,0,0,1
"Как сказал мне ваш оператор от сбербанка, ничем помочь не можем, оставляйте отзыв где хотите, так вот оставляю отзыв, вы самый помойный банк!",19,Неизвестно,1,1,0,0,1
Завис банкомат и не могу достать карту. Не могу перевести деньги дочери,431,Неизвестно,2,2,0,0,1
"Мошенники!!! Звонят и просят сообщить информацию о личном кабинете в Сбербанке, о счетах в других банках!!! ",852,Неизвестно,2,2,2,2,0
"Множество банкоматов, как правило, работают через один - то не принимают купюры вообще, то ""выплевывают"" 5-тысячные, то не принимают по 200 и 2000. В основном зале обслуживание крайне медленное, полное равнодушие к клиентам. Если начинаешь возмущаться - отчетливо выражают неприязнь. Большинство окон закрыто, работает не больше половины.",871,Неизвестно,2,2,0,0,1
"Сбой в работе у банка, как обычно, не выполяется никакие операции на сайте!!",415,Неизвестно,2,2,2,1,0
"Пожалуйста сбербанк ваше приложение даже не установить, памяти полно на телефоне,а приложение сбера не скачать,пишет не возможно установить.",235,Неизвестно,2,2,2,0,1
"Не работает сбер-онлайн. Это у всех, или только у меня и 10 коллег?",635,Неизвестно,1,2,0,0,0
Просит подключить мобильный банк (!) хотя он лет 5 уже подключен,512,Неизвестно,1,3,2,0,0
"Злоумышленники. Представились от Сбербанка, что подана заявка на смену мобильного номера.",734,Неизвестно,2,2,2,0,1
"банков, которые не сотрудничают с приставами не существует. Любой банк, в который поступает запрос от пристава обязан предоставить информацию. Другое дело, что банков много, а приставы рассылают запросы только в те банки, вероятность нахождения средств должника в которых по мнению приставов высокая. Соответственно Сбербанк, как самый крупный банк всегда получает запрос.",6,Неизвестно,2,3,2,0,0
Мошенники. От Сбербанка задавали вопросы о картах и счётах,735,Неизвестно,1,3,0,0,1
Представились сотрудниками сбербанка. Сообщили что я передала свои паспортные данные третьим лицам и мой счет может быть заблокирован.,843,Неизвестно,1,3,2,0,1
Что по работе приложения БПС-Сбербанка? Уже пару часов лежит 🧐,119,Неизвестно,2,1,2,0,1
Сбербанк самый мерзкий банк в России!!!!всё время ставить препоны своим гражданам при переводе денег в мобильном приложении.,953,Перевоз,1,3,2,1,0
"Сбербанк Инвестиции, гов...о приложение которое глючит и не даёт войти в систему. А если у вас на счету несколько млн рублей в акциях, и рынок падает, не получается через приложение ничего сделать, приходится звонить оператору, как в старые добрые…",977,Неизвестно,2,2,2,0,1
"Плохой сбербанк! Банкоматов всего 3 штуки, и те не работают.",874,Неизвестно,1,4,0,0,1
"Пропали все карты со сбербанка онлайн. Мало того еще прислали смс с их номера 900 о том что будет списан ежемесячный платеж по кредиту. Но отчество было не мое, и кредитов у меня никаких нету. Надо платить за интернет свет и прочее и ничего сделать не могу.",572,Инта,2,2,0,0,1
Выдает ошибку при переводе денежных средств со счета на счет,613,Перевоз,1,2,2,0,1
"Рязань. Два часа пытаюсь перевести деньги родным в Тверскую область. Ни через мобильное приложение, ни через комп ничего не получается. Деньги нужны срочно, на операцию близкому человеку. Спасибо, Сбербанк.",618,Рязань,1,3,2,0,1
мошенник от имени Сбербанка. Представляется финансовым директором по кредитам.,692,Неизвестно,1,3,1,0,1
Здравствуйте. Позвонила с этого номера +74991275051 псевдосотрудница сбербанка. Матерится будь здоров...,71,Неизвестно,2,2,0,0,1
"Башкортостан город Благовещенск, не проходил платёж в банкомате, в итоге прошёл, сумма платежа который не прошёл ушла в неизвестном направлении. Деньги исчезли, в мини выписке не отражается. В банке чушь несут, - это ваши траты только сейчас списались.",628,Благовещенск,1,4,2,0,0
"Банкомата сбербанка 24 часа, вы тут не найдёте.., удивительно",968,Неизвестно,2,1,0,0,1
"Приложение работает очень странно. И дело не в интернете или телефоне, ибо все было хорошо. Захожу в приложение: все нормально, видно карту и счёт. Буквально минута, и вместо денег точки. Нажимаю на карту, ничего не меняется. Ещё и проблема с переводами внутри сбербанка. Есть две карты, на обеих разные номера. Пересылали деньги на одну карту по одному номеру, а пришли на другую. В чеке отправителя номер указан одной карты, а последние цифры другой.",312,Видное,2,2,2,0,0
"Изчез накопительный счёт внутри приложения сбер онлайн нигде не отображается, никуда не могу дозвониться кругом боты на автоответчике, уже месяц прошел, а они перезвоните позже все специалисты заняты круглыми сутками, до одной дозвонился а она вообще не соображает хуже бота в итоге отключилась. И что же остаётся делать как верну",344,Неизвестно,2,1,2,0,1
"Уже бы поправили мозги приложению сбербанка. Постоянные проблемы с историей. Так вчера по карте платил 12 т. р. коммуналки. Ни чего в истории ! А хочется подключить автоплотеж да и вообще что за.. В том же веб приложении видно. И карту я не путаю, а история такая регулярная. На ответ разработчика отвечаю - карта с которой платил и другие карты не скрыты! Смотрю историю именно той карты",399,Видное,2,2,0,0,0
Воронеж - не работают банкоматы! Пишут про 16.30.,487,Воронеж,2,1,0,0,1
"Мошенник, представился работником сбербанка и нудно-монотонно объяснял, что хотят списать деньги с моего лицевого счета. Чтобы отменить заявку, он переадресует меня на автоматическую систему и я должен буду назвать медленно номер карты.",745,Неизвестно,2,1,2,0,1
"Заходишь хочешь подключить сберпэй не получается, выбрасывает и заново пароль спрашивает. У вас кроме переустановить и перезагрузить ничего нету, а сами не хотите обновиться и немного над приложением поработать?",356,Неизвестно,2,2,2,0,0
"Сбер отказал в выпуске кредитки, зато в приложении альфы висела предодобренная, ее и оформил без проблем. Гуляй, сбер.",106,Неизвестно,2,1,0,0,1
Сберонлайн заходит но переводы не выпооняются мск,467,МскА,0,0,2,0,0
"Вечно не дозвониться операторы блин заняты ,вчера написала в сбербанке заявление на разблокировку кабинета тишина ,карту заблокировали ,просто издевательство над онкобольным человеком",135,Неизвестно,2,1,2,0,1
"Не работает сервис вообще. Не войти в приложении и с сайта. Держимся, чо))",645,Неизвестно,2,2,2,0,1
"Разобратован, кто-нибудь починет банкомат уже рядом с метро Беговая?",1001,Неизвестно,2,1,0,0,0
Мошенники типа Сбербанк взломали личный кабинет и оформили кредит ,804,Неизвестно,1,2,0,0,1
"Часто не работают банкоматы, но была уже давно, может сейчас что нибудь и изменилось к лучшему",983,Неизвестно,1,4,0,0,1
Банкоматы постоянно в нерабочем состоянии.,985,Неизвестно,2,1,0,0,0
"Скачал приложение этого банка, но не могу зайти, выходит какая то ошибка.",885,Неизвестно,1,3,0,0,0
"Калуга, сбер умер",533,Калуга,2,1,0,0,0
"8 июля был отправлен денежный перевод из другого банка на карту сбербанк. Деньги не приходят в течение 3,5 часов. У пользователя–отправителя произошло списание денежных средств",462,Перевоз,2,2,2,0,1
"Не заходит в мобильный сбер, пишет ошибка приложения, такая, херня с утра, и вообще потом телефон выключился и не включался полностью завис на ошибке, пришлось сбрасывать все натройки, сейчас снова установил сбер и также же беда",661,Неизвестно,1,3,0,0,1
"Не понимаю, как вообще приложение набрало рейтинг 4.6, ужасно медленное, дело не в интернете и телефоне, все испортили с последними обновлениями, постоянные зависания, сервисы вечно отваливаются. Можете даже не писать, что дело в телефоне или в интернете, дело в ваших разработчиках. Стыдно, Сбербанк",309,Инта,1,3,2,0,1
"что происходит с Сбербанк онлайн, появляются карты и ошибка на весь экран",500,Неизвестно,2,2,0,0,1
"звонили, сказали что меняется тел номер по сберегательному счету, если это была не я оставайтесь на линии, кладите сразу телефон, во первых сбербанк не звонит , во вторых у них номер с 8",807,Неизвестно,0,2,2,0,1
Звонила дама якобы от техподдержки Сбера. Грит несанкционированное проникновение в мой личный кабинет.,857,Неизвестно,1,3,2,0,0
Когда уже починят банкомат на Беговой?,1061,Неизвестно,1,4,0,0,0
"Греф с тетей Элей уронили сайт банка онлайн, похитили все бабки и хотят устроить себе медовый месяц на Сейшелах)))",595,Себеж,2,2,2,0,0
"Мошенники взломали страницу инстаграма знакомой и оставили реквизиты Сбербанка. Я позвонил в Сбербанк чтобы предупредить, но сотруднику банка было всё равно",996,Неизвестно,2,2,2,0,0
"Часто захожу в это отделение Сбербанка. Находится рядом с моей работой. Просторное помещение. Обслуживание - как во всех других отделениях Сбербанка. Но банкоматы очень медленно работаю, не знаю что с ними.",919,Неизвестно,1,4,0,0,1
"Сочи, онлайн висит при входе",528,Сочи,2,2,0,0,1
Огромные очереди к сберовскому банкомату.,979,Неизвестно,2,1,0,0,0
"когда в полном обьеме заработает сбербанк-онлайн? Весь день ""Технические работы. Сервис временно недоступен  Воспользуйтесь сервисом позже. Приносим свои извинения за доставленные неудобства.""?",99,Неизвестно,1,3,0,0,1
"Не мог осуществить вход в приложение. Спустя 30 минут все-таки войти удалось, но, кроме просмотра баланса, никакие функции не доступны. Курск",653,Курск,2,2,2,0,1
"Сегодня не мог рассчитаться картой сбера. Ввожу пинкод и он его просит снова и снова. На третий раз говорит , что карта не читается. На четвертый раз вводи пинкода он сказал, что пинкод не действительный. В итоге плюнул и пришлось расплатиться картой виза.",524,Чита,1,4,2,0,0
Краснодар- Сбербанк Онлайн недоступен,608,Краснодар,2,2,0,0,1
"вообще закрыть пора его, все время нет денег в банкомате",899,Неизвестно,0,0,0,0,1
"Почему не работает СБП у сбербанка. У Альфы работает отлично, а у вас нет. Все опции были подключены. Если сервис недоступен, так и пишите: ""Сервис не работает, уже чиним, приносим свои извинения"".",341,Неизвестно,2,2,2,0,1
"Сбер не в меньшей степени мошенники! Сегодня мне на телефон приходит сообщение,что у меня долг 114 000. Никаких карт, кредитов,ипотеки я в вашем Банке не получала.Позвонила на горячую линию, выяснилось,что кредит взяла моя бывшая коллега, которая к тому же умерла года 3 назад. Чем занимался Банк, если обнаружил долг умершего человека через 3 года? И с какой стати этот долг повесили на меня? Банк не звонил мне и спрашивал о ее платежеспособности,а выдал деньги при ее зарплате 16000. К тому же я не приходила с ней в Банк,не давала согласия  и не подписывала документы на поручительство. Объясните мне, любой человек может назвать любой номер телефона,взять кредит,а выплачивать будет тот,кто ничего об этом не знал? До сих пор считала,что Сбер серьезный Банк, оказывается скатился ниже некуда.",167,Неизвестно,2,2,2,0,1
Не проходит оплата капримонт в сбербанк онлайн,261,Неизвестно,2,2,0,0,1
"Звонили от Сбербанка, что ваша карта кредитная готова и когда им говоришь, что ничего не заказывала, начинают раскручивать на информацию по паспортным данным, карте и т.д. Короче мошенники!!",773,Короча,1,3,2,1,1
"Казань, не заходит в Сбер",506,Казань,2,0,2,0,0
"Все доступы в ЛК не работают, ни мобильный, ни браузерный.",498,Неизвестно,2,2,2,0,1
"звонят с 4958490527 и 4992409373 утверждают, что со сбербанка и говорят, ч то заблокирован перевод на 60 тысяч (хотя у меня таких денег на картах нет)",149,Перевоз,2,1,2,0,1
"Может в поддежке сбера увидят тут, на отзовиках никаких ответов Страховку ни рассчитать ни оформить не возможно. При добавлении региона пишет ничего не найдено и дальше не пускает. При чем любой город ввожу и Москва и Краснодар, ничего не выходит.",396,Краснодар,2,1,2,0,0
"Представились службой безопасности сбербанка. Сказали, что мной был сегодня открыт кредит через онлайн. Прекратил общение.",694,Неизвестно,2,2,0,0,1
"Здравствуйте, не могу удалить ненужный конверт в приложении сбербанк онлайн, выдаёт ошибку. Уже несколько дней пытаюсь. P. S. Переустановка приложения и очистка кэша не помогли, приложение пишет ""во время операции произошла ошибка"". Конверты так и не удаляются.",383,Неизвестно,1,3,2,0,1
"Да что происходит? Второй день сбер-онлайн не работает. Сбер, ауууу!!!! Вы еще живы?",465,Неизвестно,2,2,2,1,1
Не могу войти в Сбербанк на телефоне. Не присылается код подтверждения входа,485,Неизвестно,1,3,0,0,1
вот это новость... понял. А что с сберонлан? куда не загляни везде что то пошло не так??,97,Неизвестно,2,2,0,1,0
В приложении сбера ничего не обычного. Всегда есть одно (но). Уже три обновления было но баланс карт так и не показывает. Захожу в конкретную карту и только после этого вижу баланс. Исправьте этот баг.,281,Неизвестно,1,3,2,0,0
"В банкомате рядом с метро василеостровской закончились размены, только крупные.",886,Неизвестно,2,1,0,0,0
"Явный прогресс! Вместо ""пробуйте через 15 мин"" на node1 теперь перекидывает на запасной node0 и вместо страницы авторизации - чистый бланк + неверное перенаправление на странице. Наверное, у них там Ровшан с Джамшудом новый свитч подключили.",596,Неизвестно,1,3,0,0,0
"Друзья, переводите мне на сберкарту, а я потом переведу пострадавшим. Примерно так звучит призыв сбера",122,Перевоз,2,1,0,0,0
Дебитовый клиент Сбербанка. Украденные деньги с карты не могут вернуть мне вернуть. ,929,Неизвестно,2,1,2,0,1
"Сбербанк, как так, не работает отпечатк пальца при входе в мобильное приложение.",914,Неизвестно,2,2,2,0,1
"Развод. Звонит робот, представляется сбербанком и говорит об ошибочном платеже, который нужно отменить",794,Неизвестно,1,1,2,0,0
"Раздел расходы в помощнике в приложении сбербанка для iOS не всегда своевременно отображает информацию о текущих расходах, видимо анализируя и суммируя операции по счету а не по карте, а если попытаться посмотреть операции по карте, то они ограничены 10 последними операциями, что ничтожно мало если пытаешься вспомнить расходы за 3-5-7 дней. Так же если самостоятельно запросить выписку за определённый промежуток времени (последнюю неделю, месяц) будет предоставлена информация не по карте а по счёту, что так же не всегда актуально показывает расходы, так как для проведения транзакции необходимо время. Думаю не только у меня одного в этом неудобство, и очень бы хотелось увидеть историю операций именно по карте либо в неограниченном формате, либо хотя бы за прошедшие недели две.",210,Неизвестно,2,1,2,1,0
Сбербанк онлайн лежит,432,Неизвестно,2,2,0,0,1
Вы че уже совсем обнаглели. Переводы клиенту Сбера с комиссией? Уже в конец охренели,110,Перевоз,2,1,2,0,0
"Карелия,не работает сбербанк онлайн.Пошел и снимаю деньги в банкомате....Чувствую не к добру это уже который день.",522,Неизвестно,1,4,0,0,1
"Вторую неделю не могу войти в Сбербанк онлайн на айфон 6+, зависает на приветствии. Что делать-то?",649,Неизвестно,2,2,2,0,1
"сказали от сбербанка. Сказала, что мне оформили кредитную карту и спрашивала адрес, куда ее привезти. еще просила сказать слово да.но я молчал как партизан и положил трубку.",689,Неизвестно,1,4,0,0,1
"А ещё Сбербанк онлайн теперь не даёт делать переводы, потому что телефон рутованный, а откатить рут у меня не выходит.",378,Перевоз,2,2,2,0,1
"В отделении сбера по адресу СпБ Ленсовета 88 произошло следующее: 11 сентября я хотел внести деньги на карту, после того как я опустил деньги в купюроприемник банкомат отключился и перешел в режим техобслуживания, позвал сотрудника, он вскрыл банкомат и вытащил карту. Деньги на карту не зачислились. Сотрудники сбера ответили , что деньги ВОЗМОЖНО вернуться в течении 2-х недель. Как это понимать? Мне писать заявление в полицию о хищении ?",197,Ленск,2,1,2,0,1
"sberbank online недоступны из-за рубежа. Решите пожалуйста проблему, сколько уже можно.",409,Неизвестно,2,2,0,0,1
мошенники! притворяются сбер банком!,866,Неизвестно,2,1,2,0,0
"Более 10 лет обслуживалась в этом банке, как старовер, терпела все косяки, не люблю менять что-то. Но в последнее время приложение совсем подводит, не могу нормально оплатить ЖКХ, Перевод сделать, разработчики вы вообще чем занимаетесь? ",1054,Перевоз,2,2,2,0,0
"я в приложении купил в рассрочку от сбера товар, пару минут просят ждать, час прошёл, заявка на рассмотрении, Самсунг отменит покупку, деньги потом куда уйдут и с кого мне тогда их потом просить? С самсунга?",78,Неизвестно,2,1,2,0,1
"Звонят мошенники, представляются сотрудниками самого «надежного» банка «сбербанка». Якобы на мое имя хотят взять кредит он-лайн, через личный кабинет в другой области. Убеждаются, что это не я. Благотворители блокируют это действие. Просят зайти в приложение и рассчитать кредитный потенциал, чтобы потом человек пошёл в банк и взял кредит на своё имя. А в это время они по камерам будут «смотреть» на реальных сотрудников, искать того негодяя в отделении, который слил вашу информацию. Пугают какой-то статьёй, чтобы человек не разглашал информацию об этой «спец.операции». Чтоб только знала «жертва» мошенничества, они - «сотрудники банка» и такие же сотрудники «правоохранительных органов»",817,Неизвестно,2,2,2,0,0
"В Сбермаркете сделал заказ, ошибся с количеством, отменил, чтобы сделать новый (причём сразу же). Но - ни денег, ни баллов НЕ возвращают. С 17-го числа, а сегодня уже 22-е наступило. Что, время идет, лавеха мутится, да? Мутная контора этот Сбер, имеет наглость хвалиться своей экосистемой. Отстой.",134,Неизвестно,2,2,0,0,0
"скажите спасибо нашему правительству и законам, сегодня заблокировали многие онлайн сервисы включая и сбербанк, я бы подал на них в суд за такие проколы.",641,Неизвестно,1,4,0,0,1
"Приложение не работает, sms оповещение о покупках не приходит.",509,Неизвестно,2,2,2,0,1
"да это мошенники,Сбербанк сам никогда не звонит,а если и звонит то с других номеров.",184,Неизвестно,2,2,2,0,1
"До коллцентра сбера не дозвонится, в чате приложения ни кто не отвечает.Оправдания одно много людей.",239,Неизвестно,2,1,0,0,0
Приложение сбера оооочень долго грузит информацию. Заходишь быстро деньги перевести и 2 минуты ждёшь тупо пока сбер подумает. И неверно отображает суммы. Показывает больше чем есть на самом деле. Списания не сразу проходят,249,Неизвестно,2,2,2,0,0
"7 (495) 662-47-98 только что звонили, представили сотрудником безопасности сбер банка, говорили о попытке списания",177,Неизвестно,2,2,2,0,0
Звонили с этого номера представились сотрудником Сбербанка выясняли какие у меня счета в Сбербанке и какие счета в других банках. Мошенники. Еще отсылают смс с кодом с номера 900 не ведитесь.,809,Неизвестно,1,3,2,0,1
"‼️ВНИМАНИЕ‼️ В выходные дни 11 и 12 сентября моего несовершеннолетнего ребёнка терроризировали МОШЕННИКИ представляясь сотрудниками Сбербанка, они дотошно звонили с ниже указанных номеров и требовали подтверждения персональных данных ‼️‼️‼️‼️‼️‼️‼️‼️‼️ 8(958)762-96-44 8(958)763-83-71 8(967)534-50-32 8(958)763-80-38 8(958)976-56-48 8(906)022-91-02 8(968)976-56-50 8(958)763-83-66 8(930)317-75-38 8(905)769-24-48 8(958)763-85-28 8(966)112-99-12 8(965)461-21-58 8(963)943-23-36 8(968)687-58-79 8(958)763-80-34 8(958)763-89-06 8(968)736-13-80 Этот телефонный террор осуществляют в России из-за бездействия правоохранительных органов. Государство абсолютно не защищает детей от террористической деятельности преступных группировок.",199,Неизвестно,1,4,2,1,1
